City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
188,Kisangani,CD,2020-04-20 00:15:35,0.52,25.2,71.02,80,99,1.19,overcast clouds,0.0,0.0
189,Ahipara,NZ,2020-04-20 00:15:35,-35.17,173.17,63.28,90,100,5.37,moderate rain,4.04,0.0
190,Ranong,TH,2020-04-20 00:12:57,9.97,98.63,78.8,94,20,4.45,few clouds,0.0,0.0
191,Turan,VN,2020-04-20 00:14:08,16.07,108.22,77.0,83,20,1.12,few clouds,0.0,0.0
192,Itupiranga,BR,2020-04-20 00:15:36,-5.13,-49.33,80.6,94,20,3.36,thunderstorm,0.0,0.0
193,Namibe,AO,2020-04-20 00:15:36,-15.2,12.15,75.31,65,19,2.8,light rain,1.52,0.0
194,Hermanus,ZA,2020-04-20 00:15:36,-34.42,19.23,61.0,93,38,1.01,scattered clouds,0.0,0.0
195,Sao Filipe,CV,2020-04-20 00:15:36,14.9,-24.5,71.82,74,0,19.71,clear sky,0.0,0.0
196,Qaanaaq,GL,2020-04-20 00:15:37,77.48,-69.36,15.82,84,75,16.4,broken clouds,0.0,0.0
197,Fort-Shevchenko,KZ,2020-04-20 00:15:37,44.51,50.26,55.6,68,0,11.86,clear sky,0.0,0.0
198,Boa Vista,BR,2020-04-20 00:15:37,2.82,-60.67,87.8,55,75,8.05,broken clouds,0.0,0.0
199,Junction City,US,2020-04-20 00:15:38,39.03,-96.83,66.2,39,1,9.17,clear sky,0.0,0.0
200,Tunceli,TR,2020-04-20 00:15:38,39.11,39.55,48.2,93,32,1.12,light rain,0.27,0.0
201,Basco,PH,2020-04-20 00:15:38,20.45,121.97,80.1,89,58,7.23,light rain,0.44,0.0
202,East London,ZA,2020-04-20 00:15:38,-33.02,27.91,76.21,54,0,13.35,clear sky,0.0,0.0
203,Jackson,US,2020-04-20 00:15:39,42.42,-122.83,71.6,24,40,5.82,scattered clouds,0.0,0.0
204,Nouadhibou,MR,2020-04-20 00:15:40,20.93,-17.03,66.2,77,0,23.04,sand,0.0,0.0
205,Faya,SA,2020-04-20 00:15:40,18.39,42.45,64.4,72,89,3.51,overcast clouds,0.0,0.0
206,Skibbereen,IE,2020-04-20 00:15:41,51.55,-9.27,46.4,93,75,8.05,broken clouds,0.0,0.0
207,Monteagudo,BO,2020-04-20 00:15:41,-19.82,-63.98,61.65,36,1,2.19,clear sky,0.0,0.0
208,Hervey Bay,AU,2020-04-20 00:15:41,-25.3,152.85,80.01,78,5,8.05,clear sky,0.0,0.0
209,Pangkalanbuun,ID,2020-04-20 00:15:41,-2.68,111.62,78.75,84,70,3.0,broken clouds,0.0,0.0
210,Puri,IN,2020-04-20 00:15:42,19.8,85.85,79.29,92,59,7.81,broken clouds,0.0,0.0
211,Nova Olinda Do Norte,BR,2020-04-20 00:15:42,-3.89,-59.09,73.8,97,100,3.2,light rain,1.07,0.0
212,Rurrenabaque,BO,2020-04-20 00:15:42,-14.44,-67.53,70.7,73,0,0.29,clear sky,0.0,0.0
213,Broome,US,2020-04-20 00:11:57,42.25,-75.83,48.99,66,90,17.22,overcast clouds,0.0,0.0
214,Jiaonan,CN,2020-04-20 00:15:43,35.88,119.98,57.2,62,35,13.42,scattered clouds,0.0,0.0
215,Vila Franca Do Campo,PT,2020-04-20 00:15:43,37.72,-25.43,55.4,62,20,4.7,few clouds,0.0,0.0
216,Darnah,LY,2020-04-20 00:15:44,32.77,22.64,60.69,60,29,4.12,scattered clouds,0.0,0.0
217,Port Elizabeth,ZA,2020-04-20 00:15:44,-33.92,25.57,73.4,40,29,13.87,scattered clouds,0.0,0.0
218,Mitchell,US,2020-04-20 00:15:45,43.71,-98.03,51.8,55,40,10.29,scattered clouds,0.0,0.0
219,Sur,OM,2020-04-20 00:15:10,22.57,59.53,83.8,46,1,8.32,clear sky,0.0,0.0
220,Bilma,NE,2020-04-20 00:13:07,18.69,12.92,84.18,12,42,5.23,scattered clouds,0.0,0.0
221,Alamosa,US,2020-04-20 00:15:45,37.47,-105.87,55.4,30,75,3.36,broken clouds,0.0,0.0
222,Owando,CG,2020-04-20 00:15:46,-0.48,15.9,71.65,81,96,1.57,overcast clouds,0.0,0.0
223,Nanortalik,GL,2020-04-20 00:15:46,60.14,-45.24,28.4,89,6,9.46,clear sky,0.0,0.0
224,Port Augusta,AU,2020-04-20 00:15:47,-32.5,137.77,68.0,68,40,8.05,scattered clouds,0.0,0.0
225,Simao,CN,2020-04-20 00:15:47,22.79,100.97,66.2,40,0,0.49,clear sky,0.0,0.0
226,Freeport,US,2020-04-20 00:13:48,40.66,-73.58,53.01,66,75,16.11,broken clouds,0.0,0.0
227,Aklavik,CA,2020-04-20 00:15:48,68.22,-135.01,23.0,49,90,3.36,overcast clouds,0.0,0.0
228,Nicoya,CR,2020-04-20 00:15:48,10.15,-85.45,91.4,43,20,11.41,few clouds,0.0,0.0
229,Sparks,US,2020-04-20 00:15:48,39.53,-119.75,57.99,28,75,8.05,broken clouds,0.0,0.0
230,Bikaner,IN,2020-04-20 00:15:49,28.02,73.3,79.2,35,71,8.34,light rain,0.16,0.0
231,San Francisco,US,2020-04-20 00:12:54,37.77,-122.42,64.4,51,75,18.34,broken clouds,0.0,0.0
232,Clyde River,CA,2020-04-20 00:14:19,70.47,-68.59,1.4,64,1,5.32,clear sky,0.0,0.0
233,Bengkulu,ID,2020-04-20 00:13:58,-3.8,102.27,78.13,83,84,4.12,broken clouds,0.0,0.0
234,Shuiji,CN,2020-04-20 00:15:49,27.42,118.34,66.36,68,5,1.32,clear sky,0.0,0.0
235,Tazmalt,DZ,2020-04-20 00:15:50,36.39,4.4,64.4,93,75,6.93,light rain,0.0,0.0
236,Lavrentiya,RU,2020-04-20 00:15:50,65.58,-171.0,21.18,91,100,8.16,overcast clouds,0.0,0.0
237,Chimoio,MZ,2020-04-20 00:15:50,-19.12,33.48,60.04,79,10,4.9,light rain,0.27,0.0
238,Gold Coast,AU,2020-04-20 00:15:50,-28.0,153.43,75.2,44,0,5.82,clear sky,0.0,0.0
239,Hovd,MN,2020-04-20 00:15:50,48.01,91.64,37.11,36,0,0.54,clear sky,0.0,0.0
240,Muros,ES,2020-04-20 00:15:51,42.78,-9.06,51.01,93,62,1.19,broken clouds,0.0,0.0
241,Leh,IN,2020-04-20 00:15:51,34.17,77.58,29.64,21,99,1.83,light snow,0.0,0.26
242,Erdenet,MN,2020-04-20 00:15:51,49.03,104.08,24.67,55,83,12.28,broken clouds,0.0,0.0
243,Port Hueneme,US,2020-04-20 00:15:51,34.15,-119.2,63.0,72,90,16.11,overcast clouds,0.0,0.0
244,Takoradi,GH,2020-04-20 00:15:52,4.88,-1.76,81.64,82,100,7.56,light rain,1.92,0.0
245,Chokurdakh,RU,2020-04-20 00:15:52,70.63,147.92,7.12,94,86,11.52,overcast clouds,0.0,0.0
246,San Policarpo,PH,2020-04-20 00:15:52,12.18,125.51,82.33,83,95,13.11,light rain,0.4,0.0
247,Barra Do Garcas,BR,2020-04-20 00:15:53,-15.89,-52.26,74.12,80,42,1.81,light rain,1.07,0.0
248,Quatre Cocos,MU,2020-04-20 00:15:53,-20.21,57.76,75.2,88,40,11.41,scattered clouds,0.0,0.0
249,Mwinilunga,ZM,2020-04-20 00:15:53,-11.74,24.43,60.17,65,45,5.01,scattered clouds,0.0,0.0
250,Mangan,IN,2020-04-20 00:15:53,27.52,88.53,63.81,32,73,4.16,broken clouds,0.0,0.0
251,Huancavelica,PE,2020-04-20 00:15:54,-12.77,-74.98,36.68,26,49,3.06,light rain,0.25,0.0
252,Platanos,GR,2020-04-20 00:15:54,37.67,21.62,53.6,93,70,2.01,broken clouds,0.0,0.0
253,Gambela,ET,2020-04-20 00:13:27,8.25,34.58,79.56,40,100,1.12,overcast clouds,0.0,0.0
254,Hithadhoo,MV,2020-04-20 00:15:55,-0.6,73.08,84.76,75,90,10.29,light rain,0.12,0.0
255,Dicabisagan,PH,2020-04-20 00:15:56,17.08,122.42,81.79,79,100,7.09,light rain,0.18,0.0
256,Kahone,SN,2020-04-20 00:15:56,14.15,-16.03,75.2,57,13,9.17,few clouds,0.0,0.0
257,Berveni,RO,2020-04-20 00:15:56,47.75,22.47,45.0,65,11,10.29,light snow,0.0,0.0
258,Inhambane,MZ,2020-04-20 00:13:53,-23.86,35.38,73.2,83,14,10.02,light rain,0.75,0.0
259,Marang,MY,2020-04-20 00:15:57,5.21,103.21,80.6,94,40,4.7,scattered clouds,0.0,0.0
260,Les Cayes,HT,2020-04-20 00:15:57,18.2,-73.75,79.43,78,15,7.31,few clouds,0.0,0.0
261,Comodoro Rivadavia,AR,2020-04-20 00:15:57,-45.87,-67.5,59.0,38,0,17.22,clear sky,0.0,0.0
262,Ilulissat,GL,2020-04-20 00:15:57,69.22,-51.1,30.2,54,100,23.04,overcast clouds,0.0,0.0
263,Bowen,AU,2020-04-20 00:15:58,-20.02,148.23,88.0,88,25,1.12,scattered clouds,0.0,0.0
264,Danielskuil,ZA,2020-04-20 00:15:58,-28.19,23.54,64.96,27,30,8.01,scattered clouds,0.0,0.0
265,Hvide Sande,DK,2020-04-20 00:15:59,56.0,8.13,36.0,83,0,4.16,clear sky,0.0,0.0
266,Omurtag,BG,2020-04-20 00:15:59,43.1,26.42,55.4,82,47,6.93,light rain,0.26,0.0
267,Ust-Ordynskiy,RU,2020-04-20 00:15:59,52.8,104.75,26.6,35,11,6.71,few clouds,0.0,0.0
268,Garowe,SO,2020-04-20 00:15:59,8.41,48.48,77.27,67,32,9.53,scattered clouds,0.0,0.0
269,Ilebo,CD,2020-04-20 00:16:00,-4.32,20.58,69.76,81,100,1.16,overcast clouds,0.0,0.0
270,Safranbolu,TR,2020-04-20 00:16:00,41.25,32.69,54.86,47,75,3.53,broken clouds,0.0,0.0
271,Sucre,BO,2020-04-20 00:16:01,-19.03,-65.26,55.15,25,18,3.83,few clouds,0.0,0.0
272,Fort Saint James,CA,2020-04-20 00:16:01,54.43,-124.25,61.41,47,2,3.38,clear sky,0.0,0.0
273,Atar,MR,2020-04-20 00:13:13,20.52,-13.05,71.76,20,0,8.34,clear sky,0.0,0.0
274,Kingman,US,2020-04-20 00:16:02,35.19,-114.05,77.0,28,1,17.22,clear sky,0.0,0.0
275,Winnemucca,US,2020-04-20 00:16:02,40.97,-117.74,57.2,22,20,5.82,few clouds,0.0,0.0
276,Kupang,ID,2020-04-20 00:16:02,-10.17,123.58,82.4,74,20,4.7,few clouds,0.0,0.0
277,Mount Isa,AU,2020-04-20 00:16:02,-20.73,139.5,82.4,20,75,6.93,broken clouds,0.0,0.0
278,Kenai,US,2020-04-20 00:16:03,60.55,-151.26,46.4,81,90,5.82,overcast clouds,0.0,0.0
279,Marsh Harbour,BS,2020-04-20 00:16:03,26.54,-77.06,80.15,78,42,12.24,scattered clouds,0.0,0.0
280,Zawiercie,PL,2020-04-20 00:16:03,50.49,19.42,41.0,68,0,5.39,clear sky,0.0,0.0
281,Sao Joao Da Barra,BR,2020-04-20 00:16:03,-21.64,-41.05,71.65,77,71,6.73,broken clouds,0.0,0.0
282,Pangoa,PE,2020-04-20 00:16:04,-12.12,-73.0,69.53,65,0,1.1,clear sky,0.0,0.0
283,Hambantota,LK,2020-04-20 00:16:05,6.12,81.12,81.68,82,76,9.46,broken clouds,0.0,0.0
284,Mahon,ES,2020-04-20 00:16:05,39.89,4.27,60.8,100,100,9.17,light rain,0.0,0.0
285,Bandarbeyla,SO,2020-04-20 00:16:05,9.49,50.81,81.73,68,79,3.11,broken clouds,0.0,0.0
286,Soure,BR,2020-04-20 00:16:06,-0.72,-48.52,79.75,84,69,8.37,light rain,2.99,0.0
287,Ilula,TZ,2020-04-20 00:16:06,-7.68,36.04,68.0,68,40,14.99,scattered clouds,0.0,0.0
288,Westport,US,2020-04-20 00:14:48,41.14,-73.36,55.99,66,1,19.46,clear sky,0.0,0.0
289,Mayya,RU,2020-04-20 00:16:06,61.73,130.28,17.6,44,18,2.24,few clouds,0.0,0.0
290,Umm Lajj,SA,2020-04-20 00:16:07,25.02,37.27,72.45,54,0,4.56,clear sky,0.0,0.0
291,Meulaboh,ID,2020-04-20 00:16:07,4.14,96.13,78.84,83,51,3.85,broken clouds,0.0,0.0
292,Kaeo,NZ,2020-04-20 00:16:07,-35.1,173.78,62.01,94,100,1.01,moderate rain,6.52,0.0
293,Te Anau,NZ,2020-04-20 00:16:07,-45.42,167.72,51.75,57,58,7.76,light rain,0.16,0.0
294,Karla,EE,2020-04-20 00:16:08,59.37,24.93,41.0,79,74,4.7,broken clouds,0.0,0.0
295,Filingue,NE,2020-04-20 00:16:08,14.35,3.32,86.27,23,14,3.13,few clouds,0.0,0.0
296,Murgab,TM,2020-04-20 00:16:08,37.5,61.97,59.0,72,0,4.7,clear sky,0.0,0.0
297,Denpasar,ID,2020-04-20 00:11:55,-8.65,115.22,80.6,94,20,2.24,few clouds,0.0,0.0
298,Sitka,US,2020-04-20 00:16:09,57.05,-135.33,51.8,81,90,4.7,overcast clouds,0.0,0.0
299,Nome,US,2020-04-20 00:16:09,64.5,-165.41,39.0,86,90,4.7,overcast clouds,0.0,0.0
300,Itaqui,BR,2020-04-20 00:16:10,-29.13,-56.55,68.22,55,0,3.24,clear sky,0.0,0.0
301,Hirara,JP,2020-04-20 00:16:10,24.8,125.28,69.8,100,75,13.87,light intensity shower rain,0.0,0.0
302,Neiafu,TO,2020-04-20 00:16:10,-18.65,-173.98,84.2,70,40,9.17,scattered clouds,0.0,0.0
303,Aykhal,RU,2020-04-20 00:16:11,66.0,111.5,23.0,38,2,4.47,clear sky,0.0,0.0
304,Zhoucun,CN,2020-04-20 00:16:12,36.82,117.82,59.0,36,33,3.0,scattered clouds,0.0,0.0
305,Qasigiannguit,GL,2020-04-20 00:13:22,68.82,-51.19,30.2,54,100,23.04,overcast clouds,0.0,0.0
306,Beringovskiy,RU,2020-04-20 00:16:12,63.05,179.32,20.41,96,100,18.28,light snow,0.0,0.37
307,Tautira,PF,2020-04-20 00:16:13,-17.73,-149.15,91.4,59,99,5.82,light rain,1.13,0.0
308,Cap-Aux-Meules,CA,2020-04-20 00:16:13,47.38,-61.86,30.2,74,5,16.11,clear sky,0.0,0.0
309,Manaus,BR,2020-04-20 00:16:13,-3.1,-60.02,82.4,78,40,3.36,scattered clouds,0.0,0.0
310,Mayachnyy,RU,2020-04-20 00:16:14,52.68,55.69,40.55,79,100,4.59,light rain,0.46,0.0
311,Biak,ID,2020-04-20 00:14:33,-0.91,122.88,82.11,69,3,2.86,light rain,0.57,0.0
312,Xuddur,SO,2020-04-20 00:16:14,4.12,43.89,76.46,67,100,5.73,moderate rain,3.06,0.0
313,Vardo,NO,2020-04-20 00:16:15,70.37,31.11,38.88,90,100,17.13,overcast clouds,0.0,0.0
314,Bada,RU,2020-04-20 00:16:15,51.39,109.87,22.24,73,65,7.43,broken clouds,0.0,0.0
315,Riyadh,SA,2020-04-20 00:15:33,24.69,46.72,75.2,47,100,3.36,overcast clouds,0.0,0.0
316,Marsaxlokk,MT,2020-04-20 00:16:16,35.84,14.54,64.0,82,20,21.92,few clouds,0.0,0.0
317,Rocha,UY,2020-04-20 00:16:16,-34.48,-54.33,61.99,81,13,5.77,few clouds,0.0,0.0
318,Buraydah,SA,2020-04-20 00:13:52,26.33,43.98,71.6,56,40,10.29,scattered clouds,0.0,0.0
319,Seoul,KR,2020-04-20 00:16:17,37.57,126.98,51.8,76,90,5.55,overcast clouds,0.0,0.0
320,Poso,ID,2020-04-20 00:16:17,-1.4,120.75,84.79,59,8,0.31,clear sky,0.0,0.0
321,Paramonga,PE,2020-04-20 00:16:17,-10.67,-77.83,72.25,75,28,10.83,scattered clouds,0.0,0.0
322,Chuy,UY,2020-04-20 00:16:17,-33.7,-53.46,64.58,89,23,7.49,few clouds,0.0,0.0
323,Koumra,TD,2020-04-20 00:16:17,8.91,17.55,84.79,41,53,9.75,broken clouds,0.0,0.0
324,Galesong,ID,2020-04-20 00:16:18,-5.32,119.37,77.0,94,20,3.36,few clouds,0.0,0.0
325,Ramanuj Ganj,IN,2020-04-20 00:16:18,23.8,83.7,75.52,28,42,4.56,scattered clouds,0.0,0.0
326,Ussel,FR,2020-04-20 00:16:18,45.55,2.32,48.58,78,84,1.43,broken clouds,0.0,0.0
327,Gladstone,AU,2020-04-20 00:16:19,-23.85,151.25,80.6,61,0,3.36,clear sky,0.0,0.0
328,Muhos,FI,2020-04-20 00:16:19,64.81,25.99,35.6,93,90,3.36,overcast clouds,0.0,0.0
329,Fairbanks,US,2020-04-20 00:16:19,64.84,-147.72,52.0,93,75,3.36,broken clouds,0.0,0.0
330,Isiro,CD,2020-04-20 00:16:19,2.77,27.62,67.66,79,100,1.1,light rain,0.15,0.0
331,Dezhou,CN,2020-04-20 00:16:20,37.45,116.29,58.87,29,8,14.97,clear sky,0.0,0.0
332,Babu,CN,2020-04-20 00:16:20,24.42,111.52,68.77,81,70,1.21,broken clouds,0.0,0.0
333,Malchin,DE,2020-04-20 00:16:21,53.73,12.78,39.0,59,0,5.82,clear sky,0.0,0.0
334,Tuatapere,NZ,2020-04-20 00:16:21,-46.13,167.68,55.99,65,35,5.01,scattered clouds,0.0,0.0
335,Jining,CN,2020-04-20 00:12:46,35.41,116.58,56.17,37,86,17.76,overcast clouds,0.0,0.0
336,Ola,RU,2020-04-20 00:16:22,59.58,151.28,10.33,80,0,5.35,clear sky,0.0,0.0
337,San Patricio,MX,2020-04-20 00:16:22,19.22,-104.7,75.2,78,5,17.22,clear sky,0.0,0.0
338,Kavieng,PG,2020-04-20 00:16:23,-2.57,150.8,83.79,75,78,7.14,broken clouds,0.0,0.0
339,Uusikaupunki,FI,2020-04-20 00:16:07,60.8,21.41,41.0,87,0,4.7,clear sky,0.0,0.0
340,Leningradskiy,RU,2020-04-20 00:16:23,69.38,178.42,13.62,92,93,9.06,overcast clouds,0.0,0.0
341,Dunedin,NZ,2020-04-20 00:16:23,-45.87,170.5,54.63,56,46,10.65,scattered clouds,0.0,0.0
342,Turki,RU,2020-04-20 00:16:24,51.99,43.27,36.48,89,60,5.21,broken clouds,0.0,0.0
343,Pangody,RU,2020-04-20 00:16:24,65.85,74.49,32.41,95,86,12.08,overcast clouds,0.0,0.0
344,La Romana,DO,2020-04-20 00:12:25,18.43,-68.97,80.6,83,20,9.17,few clouds,0.0,0.0
345,Merrill,US,2020-04-20 00:14:08,45.18,-89.68,48.2,22,1,8.05,clear sky,0.0,0.0
346,Kaitangata,NZ,2020-04-20 00:13:02,-46.28,169.85,55.22,54,52,12.28,broken clouds,0.0,0.0
347,Waipawa,NZ,2020-04-20 00:16:25,-41.41,175.52,59.0,64,59,5.99,broken clouds,0.0,0.0
348,Kwinana,AU,2020-04-20 00:16:25,-32.25,115.77,66.0,87,48,8.05,scattered clouds,0.0,0.0
349,Puerto Princesa,PH,2020-04-20 00:16:26,9.74,118.74,80.6,83,40,4.7,scattered clouds,0.0,0.0
350,Kunnamangalam,IN,2020-04-20 00:16:26,11.3,75.88,79.23,83,45,2.68,light rain,0.32,0.0
351,Tasiilaq,GL,2020-04-20 00:16:27,65.61,-37.64,32.0,92,100,3.36,overcast clouds,0.0,0.0
352,Kununurra,AU,2020-04-20 00:16:28,-15.77,128.73,84.2,66,72,1.12,broken clouds,0.0,0.0
353,Sept-Iles,CA,2020-04-20 00:15:45,50.2,-66.38,32.0,97,90,13.87,overcast clouds,0.0,0.0
354,Petrozavodsk,RU,2020-04-20 00:16:27,61.78,34.35,35.6,97,67,4.47,broken clouds,0.0,0.0
355,Nagua,DO,2020-04-20 00:16:29,19.38,-69.85,82.4,69,20,9.33,few clouds,0.0,0.0
356,Rabo De Peixe,PT,2020-04-20 00:16:30,37.8,-25.58,55.4,62,20,5.82,few clouds,0.0,0.0
357,Verkhnevilyuysk,RU,2020-04-20 00:16:30,63.45,120.32,20.01,93,94,4.99,overcast clouds,0.0,0.0
358,Isla Vista,US,2020-04-20 00:12:26,34.41,-119.86,64.0,72,75,9.17,broken clouds,0.0,0.0
359,Belmonte,BR,2020-04-20 00:16:31,-15.86,-38.88,77.0,73,90,6.93,overcast clouds,0.0,0.0
360,Rio Grande,BR,2020-04-20 00:16:31,-32.03,-52.1,66.0,89,0,15.64,clear sky,0.0,0.0
361,Coihaique,CL,2020-04-20 00:16:31,-45.58,-72.07,41.0,93,40,8.05,scattered clouds,0.0,0.0
362,San Pedro,PH,2020-04-20 00:16:31,14.35,121.02,86.0,66,20,4.7,few clouds,0.0,0.0
363,Tarauaca,BR,2020-04-20 00:16:32,-8.16,-70.77,72.64,63,2,0.94,clear sky,0.0,0.0
364,Hobyo,SO,2020-04-20 00:16:32,5.35,48.53,84.02,74,100,9.66,overcast clouds,0.0,0.0
365,Chelno-Vershiny,RU,2020-04-20 00:16:32,54.43,51.1,38.03,71,100,4.7,overcast clouds,0.0,0.0
366,Cairns,AU,2020-04-20 00:15:10,-16.92,145.77,88.0,74,75,11.41,broken clouds,0.0,0.0
367,Uralets,RU,2020-04-20 00:16:33,57.66,59.65,30.0,87,42,3.04,scattered clouds,0.0,0.0
368,Plouzane,FR,2020-04-20 00:16:33,48.38,-4.62,51.8,81,94,9.17,overcast clouds,0.0,0.0
369,Viedma,AR,2020-04-20 00:16:33,-40.81,-63.0,60.04,43,69,9.91,broken clouds,0.0,0.0
370,Haines Junction,CA,2020-04-20 00:14:52,60.75,-137.51,48.24,48,98,9.42,overcast clouds,0.0,0.0
371,Muzhi,RU,2020-04-20 00:16:34,65.37,64.67,33.67,95,99,5.48,overcast clouds,0.0,0.0
372,Raga,SS,2020-04-20 00:16:34,8.46,25.68,73.22,20,70,4.85,broken clouds,0.0,0.0
373,Acarau,BR,2020-04-20 00:16:34,-2.89,-40.12,77.36,87,28,3.53,light rain,0.56,0.0
374,Nantucket,US,2020-04-20 00:13:40,41.28,-70.1,46.99,75,1,23.04,clear sky,0.0,0.0
375,Nautla,MX,2020-04-20 00:16:35,20.22,-96.78,87.08,67,27,9.57,scattered clouds,0.0,0.0
376,Vikulovo,RU,2020-04-20 00:16:35,56.82,70.61,38.75,75,4,3.2,clear sky,0.0,0.0
